trip_id,start_time,end_time,headway_secs
21J-GLOBAUX-04-S_2_1,14:30:22,14:44:22,280
21J-GLOBAUX-04-S_2_1,14:44:22,15:16:22,240
21J-GLOBAUX-04-S_2_1,15:16:22,15:20:17,235
21J-GLOBAUX-04-S_2_1,15:20:17,15:23:57,220
21J-GLOBAUX-04-S_2_1,15:23:57,15:30:57,210
21J-GLOBAUX-04-S_2_1,15:30:57,15:34:17,200
21J-GLOBAUX-04-S_2_1,15:34:17,15:40:17,180
21J-GLOBAUX-04-S_2_1,15:40:17,16:15:21,175
21J-GLOBAUX-04-S_2_1,16:15:21,16:42:01,200
21J-GLOBAUX-04-S_2_1,16:42:01,16:52:46,215
21J-GLOBAUX-04-S_2_1,16:52:46,16:56:36,230
21J-GLOBAUX-04-S_2_1,16:56:36,17:00:31,235
21J-GLOBAUX-04-S_2_1,17:00:31,17:04:31,240
21J-GLOBAUX-04-S_2_1,17:04:31,17:46:10,250
21J-GLOBAUX-04-S_2_1,17:46:10,17:59:40,270
21J-GLOBAUX-04-S_2_1,17:59:40,18:04:15,275
21J-GLOBAUX-04-S_2_1,18:04:15,18:09:15,300
21J-GLOBAUX-04-S_2_1,18:09:15,18:14:35,320
21J-GLOBAUX-04-S_2_1,18:14:35,22:44:25,360
21J-GLOBAUX-04-S_2_1,22:44:25,22:50:45,380
21J-GLOBAUX-04-S_2_1,22:50:45,23:11:45,420
21J-GLOBAUX-04-S_2_1,23:11:45,24:24:11,435
21J-GLOBAUX-04-S_2_1,24:24:11,24:38:51,440
21J-GLOBAUX-04-S_2_0,05:30:00,05:36:50,410
21J-GLOBAUX-04-S_2_0,05:36:50,06:15:50,390
21J-GLOBAUX-04-S_2_0,06:15:50,06:21:50,360
21J-GLOBAUX-04-S_2_0,06:21:50,06:27:20,330
21J-GLOBAUX-04-S_2_0,06:27:20,06:32:30,310
21J-GLOBAUX-04-S_2_0,06:32:30,06:57:30,300
21J-GLOBAUX-04-S_2_0,06:57:30,07:12:15,295
21J-GLOBAUX-04-S_2_0,07:12:15,07:17:05,290
21J-GLOBAUX-04-S_2_0,07:17:05,07:30:20,265
21J-GLOBAUX-04-S_2_0,07:30:20,07:34:15,235
21J-GLOBAUX-04-S_2_0,07:34:15,07:45:30,225
21J-GLOBAUX-04-S_2_0,07:45:30,07:59:50,215
21J-GLOBAUX-04-S_2_0,07:59:50,08:06:50,210
21J-GLOBAUX-04-S_2_0,08:06:50,08:13:20,195
21J-GLOBAUX-04-S_2_0,08:13:20,08:16:25,185
21J-GLOBAUX-04-S_2_0,08:16:25,08:19:25,180
21J-GLOBAUX-04-S_2_0,08:19:25,09:06:05,175
21J-GLOBAUX-04-S_2_0,09:06:05,09:21:05,180
21J-GLOBAUX-04-S_2_0,09:21:05,09:31:35,210
21J-GLOBAUX-04-S_2_0,09:31:35,09:42:50,225
21J-GLOBAUX-04-S_2_0,09:42:50,09:46:55,245
21J-GLOBAUX-04-S_2_0,09:46:55,10:06:35,295
21J-GLOBAUX-04-S_2_0,10:06:35,10:21:35,300
21J-GLOBAUX-04-S_2_0,10:21:35,10:26:40,305
21J-GLOBAUX-04-S_2_0,10:26:40,14:56:40,360
21J-GLOBAUX-04-S_2_0,14:56:40,15:01:40,300
21J-GLOBAUX-04-S_2_0,15:01:40,15:06:25,285
21J-GLOBAUX-04-S_2_0,15:06:25,15:11:05,280
21J-GLOBAUX-04-S_2_0,15:11:05,15:35:05,240
21J-GLOBAUX-04-S_2_0,15:35:05,15:38:40,215
21J-GLOBAUX-04-S_2_0,15:38:40,15:45:10,195
21J-GLOBAUX-04-S_2_0,15:45:10,16:06:10,180
21J-GLOBAUX-04-S_2_0,16:06:10,17:13:15,175
21J-GLOBAUX-04-S_2_0,17:13:15,17:19:15,180
21J-GLOBAUX-04-S_2_0,17:19:15,17:26:15,210
21J-GLOBAUX-04-S_2_0,17:26:15,17:44:35,220
21J-GLOBAUX-04-S_2_0,17:44:35,17:48:20,225
21J-GLOBAUX-04-S_2_0,17:48:20,17:59:50,230
21J-GLOBAUX-04-S_2_0,17:59:50,18:03:50,240
21J-GLOBAUX-04-S_2_0,18:03:50,18:08:15,265
21J-GLOBAUX-04-S_2_0,18:08:15,18:21:45,270
21J-GLOBAUX-04-S_2_0,18:21:45,18:26:25,280
21J-GLOBAUX-04-S_2_0,18:26:25,18:40:40,285
21J-GLOBAUX-04-S_2_0,18:40:40,18:45:30,290
21J-GLOBAUX-04-S_2_0,18:45:30,18:50:30,300
21J-GLOBAUX-04-S_2_0,18:50:30,23:32:30,360
21J-GLOBAUX-04-S_2_0,23:32:30,23:39:00,390
21J-GLOBAUX-04-S_2_0,23:39:00,23:46:00,420
21J-GLOBAUX-04-S_2_0,23:46:00,24:30:00,440
21J-GLOBAUX-04-S_4_0,15:10:00,15:16:00,360
21J-GLOBAUX-04-S_4_0,15:16:00,18:21:15,285
21J-GLOBAUX-04-S_4_0,18:21:15,19:00:15,390
21J-GLOBAUX-04-S_4_0,19:00:15,19:10:00,585
21J-GLOBAUX-04-S_4_0,19:10:00,24:40:00,600
21J-GLOBAUX-04-S_4_0,24:40:00,24:48:30,510
21J-GLOBAUX-04-S_4_0,24:48:30,25:00:00,690
21J-GLOBAUX-04-S_4_0,05:30:00,06:50:00,600
21J-GLOBAUX-04-S_4_0,06:50:00,07:00:00,300
21J-GLOBAUX-04-S_4_0,07:00:00,08:54:00,285
21J-GLOBAUX-04-S_4_0,08:54:00,09:00:00,360
21J-GLOBAUX-04-S_4_0,09:00:00,15:10:00,600
21J-GLOBAUX-04-S_4_1,05:30:00,06:50:00,600
21J-GLOBAUX-04-S_4_1,06:50:00,07:00:00,300
21J-GLOBAUX-04-S_4_1,07:00:00,08:49:15,285
21J-GLOBAUX-04-S_4_1,08:49:15,08:54:45,330
21J-GLOBAUX-04-S_4_1,08:54:45,09:02:25,460
21J-GLOBAUX-04-S_4_1,09:02:25,09:10:10,465
21J-GLOBAUX-04-S_4_1,09:10:10,09:20:00,590
21J-GLOBAUX-04-S_4_1,09:20:00,15:10:00,600
21J-GLOBAUX-04-S_4_1,15:10:00,15:16:00,360
21J-GLOBAUX-04-S_4_1,15:16:00,18:11:45,285
21J-GLOBAUX-04-S_4_1,18:11:45,19:10:15,390
21J-GLOBAUX-04-S_4_1,19:10:15,19:20:00,585
21J-GLOBAUX-04-S_4_1,19:20:00,25:00:00,600
21J-GLOBAUX-04-S_5_3,05:30:00,05:54:00,480
21J-GLOBAUX-04-S_5_3,05:54:00,06:01:30,450
21J-GLOBAUX-04-S_5_3,06:01:30,06:08:05,395
21J-GLOBAUX-04-S_5_3,06:08:05,06:14:35,390
21J-GLOBAUX-04-S_5_3,06:14:35,06:20:30,355
21J-GLOBAUX-04-S_5_3,06:20:30,06:26:10,340
21J-GLOBAUX-04-S_5_3,06:26:10,07:33:40,270
21J-GLOBAUX-04-S_5_3,07:33:40,08:09:40,240
21J-GLOBAUX-04-S_5_3,08:09:40,08:40:35,265
21J-GLOBAUX-04-S_5_3,08:40:35,09:34:35,270
21J-GLOBAUX-04-S_5_3,09:34:35,09:40:50,375
21J-GLOBAUX-04-S_5_3,09:40:50,14:59:50,435
21J-GLOBAUX-04-S_5_3,14:59:50,15:05:40,350
21J-GLOBAUX-04-S_5_3,15:05:40,15:21:40,320
21J-GLOBAUX-04-S_5_3,15:21:40,17:22:30,290
21J-GLOBAUX-04-S_5_3,17:22:30,17:27:30,300
21J-GLOBAUX-04-S_5_3,17:27:30,18:26:10,320
21J-GLOBAUX-04-S_5_3,18:26:10,22:00:40,390
21J-GLOBAUX-04-S_5_3,22:00:40,22:08:20,460
21J-GLOBAUX-04-S_5_3,22:08:20,24:45:00,470
21J-GLOBAUX-04-S_5_2,05:30:00,06:02:00,480
21J-GLOBAUX-04-S_5_2,06:02:00,06:08:10,370
21J-GLOBAUX-04-S_5_2,06:08:10,06:13:50,340
21J-GLOBAUX-04-S_5_2,06:13:50,06:19:10,320
21J-GLOBAUX-04-S_5_2,06:19:10,06:24:10,300
21J-GLOBAUX-04-S_5_2,06:24:10,07:54:10,270
21J-GLOBAUX-04-S_5_2,07:54:10,07:58:35,265
21J-GLOBAUX-04-S_5_2,07:58:35,08:30:35,240
21J-GLOBAUX-04-S_5_2,08:30:35,08:43:50,265
21J-GLOBAUX-04-S_5_2,08:43:50,09:28:50,270
21J-GLOBAUX-04-S_5_2,09:28:50,09:35:20,390
21J-GLOBAUX-04-S_5_2,09:35:20,14:54:20,435
21J-GLOBAUX-04-S_5_2,14:54:20,15:00:10,350
21J-GLOBAUX-04-S_5_2,15:00:10,15:42:50,320
21J-GLOBAUX-04-S_5_2,15:42:50,17:48:30,290
21J-GLOBAUX-04-S_5_2,17:48:30,18:20:30,320
21J-GLOBAUX-04-S_5_2,18:20:30,18:26:30,360
21J-GLOBAUX-04-S_5_2,18:26:30,22:20:30,390
21J-GLOBAUX-04-S_5_2,22:20:30,22:28:10,460
21J-GLOBAUX-04-S_5_2,22:28:10,23:46:30,470
21J-GLOBAUX-04-S_5_2,23:46:30,24:26:30,480
21J-GLOBAUX-04-S_5_2,24:26:30,24:35:15,525
21J-GLOBAUX-04-S_5_2,24:35:15,24:45:00,585
21J-GLOBAUX-03-A_1_3,05:30:00,07:25:30,630
21J-GLOBAUX-03-A_1_3,07:25:30,08:12:10,560
21J-GLOBAUX-03-A_1_3,08:12:10,10:43:40,505
21J-GLOBAUX-03-A_1_3,10:43:40,12:00:20,460
21J-GLOBAUX-03-A_1_3,12:00:20,12:07:20,420
21J-GLOBAUX-03-A_1_3,12:07:20,18:24:20,390
21J-GLOBAUX-03-A_1_3,18:24:20,18:31:20,420
21J-GLOBAUX-03-A_1_3,18:31:20,19:25:00,460
21J-GLOBAUX-03-A_1_3,19:25:00,21:22:50,505
21J-GLOBAUX-03-A_1_3,21:22:50,24:01:30,560
21J-GLOBAUX-03-A_1_3,24:01:30,24:12:00,630
21J-GLOBAUX-03-A_1_3,24:12:00,24:23:00,660
21J-GLOBAUX-03-A_1_3,24:23:00,25:08:00,675
21J-GLOBAUX-03-A_1_2,05:30:00,08:07:30,630
21J-GLOBAUX-03-A_1_2,08:07:30,08:54:10,560
21J-GLOBAUX-03-A_1_2,08:54:10,09:02:45,515
21J-GLOBAUX-03-A_1_2,09:02:45,10:01:40,505
21J-GLOBAUX-03-A_1_2,10:01:40,12:04:20,460
21J-GLOBAUX-03-A_1_2,12:04:20,18:27:50,390
21J-GLOBAUX-03-A_1_2,18:27:50,18:35:20,450
21J-GLOBAUX-03-A_1_2,18:35:20,20:07:20,460
21J-GLOBAUX-03-A_1_2,20:07:20,20:15:35,495
21J-GLOBAUX-03-A_1_2,20:15:35,22:05:00,505
21J-GLOBAUX-03-A_1_2,22:05:00,22:14:10,550
21J-GLOBAUX-03-A_1_2,22:14:10,23:19:30,560
21J-GLOBAUX-03-A_1_2,23:19:30,24:54:00,630
21J-GLOBAUX-03-A_1_2,24:54:00,25:05:00,660
21J-GLOBAUX-03-A_2_1,05:29:59,06:17:54,575
21J-GLOBAUX-03-A_2_1,06:17:54,06:27:31,577
21J-GLOBAUX-03-A_2_1,06:27:31,06:46:41,575
21J-GLOBAUX-03-A_2_1,06:46:41,06:56:20,579
21J-GLOBAUX-03-A_2_1,06:56:20,07:15:30,575
21J-GLOBAUX-03-A_2_1,07:15:30,07:52:50,560
21J-GLOBAUX-03-A_2_1,07:52:50,08:01:35,525
21J-GLOBAUX-03-A_2_1,08:01:35,08:10:22,527
21J-GLOBAUX-03-A_2_1,08:10:22,08:45:22,525
21J-GLOBAUX-03-A_2_1,08:45:22,08:54:06,524
21J-GLOBAUX-03-A_2_1,08:54:06,09:02:51,525
21J-GLOBAUX-03-A_2_1,09:02:51,09:11:34,523
21J-GLOBAUX-03-A_2_1,09:11:34,10:30:19,525
21J-GLOBAUX-03-A_2_1,10:30:19,11:08:39,460
21J-GLOBAUX-03-A_2_1,11:08:39,11:15:59,440
21J-GLOBAUX-03-A_2_1,11:15:59,11:23:25,446
21J-GLOBAUX-03-A_2_1,11:23:25,12:05:25,420
21J-GLOBAUX-03-A_2_1,12:05:25,12:12:28,423
21J-GLOBAUX-03-A_2_1,12:12:28,12:19:28,420
21J-GLOBAUX-03-A_2_1,12:19:28,12:32:48,400
21J-GLOBAUX-03-A_2_1,12:32:48,12:39:23,395
21J-GLOBAUX-03-A_2_1,12:39:23,14:34:53,385
21J-GLOBAUX-03-A_2_1,14:34:53,14:41:15,382
21J-GLOBAUX-03-A_2_1,14:41:15,14:47:40,385
21J-GLOBAUX-03-A_2_1,14:47:40,14:54:00,380
21J-GLOBAUX-03-A_2_1,14:54:00,18:19:20,385
21J-GLOBAUX-03-A_2_1,18:19:20,18:25:44,384
21J-GLOBAUX-03-A_2_1,18:25:44,18:38:54,395
21J-GLOBAUX-03-A_2_1,18:38:54,19:00:39,435
21J-GLOBAUX-03-A_2_1,19:00:39,19:07:53,434
21J-GLOBAUX-03-A_2_1,19:07:53,19:29:38,435
21J-GLOBAUX-03-A_2_1,19:29:38,19:52:08,450
21J-GLOBAUX-03-A_2_1,19:52:08,19:59:53,465
21J-GLOBAUX-03-A_2_1,19:59:53,20:07:33,460
21J-GLOBAUX-03-A_2_1,20:07:33,20:46:18,465
21J-GLOBAUX-03-A_2_1,20:46:18,21:10:18,480
21J-GLOBAUX-03-A_2_1,21:10:18,21:35:48,510
21J-GLOBAUX-03-A_2_1,21:35:48,21:54:28,560
21J-GLOBAUX-03-A_2_1,21:54:28,22:32:28,570
21J-GLOBAUX-03-A_2_1,22:32:28,22:41:56,568
21J-GLOBAUX-03-A_2_1,22:41:56,23:10:26,570
21J-GLOBAUX-03-A_2_1,23:10:26,23:49:26,585
21J-GLOBAUX-03-A_2_1,23:49:26,23:59:15,589
21J-GLOBAUX-03-A_2_1,23:59:15,24:18:55,590
21J-GLOBAUX-03-A_2_1,24:18:55,25:08:55,600
21J-GLOBAUX-03-A_2_0,05:30:00,07:07:30,585
21J-GLOBAUX-03-A_2_0,07:07:30,07:44:30,555
21J-GLOBAUX-03-A_2_0,07:44:30,08:37:30,530
21J-GLOBAUX-03-A_2_0,08:37:30,11:02:00,510
21J-GLOBAUX-03-A_2_0,11:02:00,12:18:40,460
21J-GLOBAUX-03-A_2_0,12:18:40,12:40:40,440
21J-GLOBAUX-03-A_2_0,12:40:40,13:09:40,435
21J-GLOBAUX-03-A_2_0,13:09:40,19:28:15,385
21J-GLOBAUX-03-A_2_0,19:28:15,21:12:05,445
21J-GLOBAUX-03-A_2_0,21:12:05,21:50:50,465
21J-GLOBAUX-03-A_2_0,21:50:50,22:17:05,525
21J-GLOBAUX-03-A_2_0,22:17:05,22:53:05,540
21J-GLOBAUX-03-A_2_0,22:53:05,23:02:30,565
21J-GLOBAUX-03-A_2_0,23:02:30,24:00:00,575
21J-GLOBAUX-03-A_2_0,24:00:00,25:00:00,600
21J-GLOBAUX-03-A_4_0,05:30:00,25:10:00,600
21J-GLOBAUX-03-A_4_0,25:10:00,25:18:30,510
21J-GLOBAUX-03-A_4_0,25:18:30,25:30:00,690
21J-GLOBAUX-03-A_4_1,05:30:00,25:30:00,600
21J-GLOBAUX-03-A_5_3,05:30:00,08:49:30,630
21J-GLOBAUX-03-A_5_3,08:49:30,08:59:45,615
21J-GLOBAUX-03-A_5_3,08:59:45,20:11:15,510
21J-GLOBAUX-03-A_5_3,20:11:15,20:21:00,585
21J-GLOBAUX-03-A_5_3,20:21:00,25:15:00,630
21J-GLOBAUX-03-A_5_2,05:30:00,09:21:00,630
21J-GLOBAUX-03-A_5_2,09:21:00,20:32:30,510
21J-GLOBAUX-03-A_5_2,20:32:30,20:42:00,570
21J-GLOBAUX-03-A_5_2,20:42:00,25:15:00,630
21J-GLOBAUX-03-I_1_3,05:30:00,07:25:30,630
21J-GLOBAUX-03-I_1_3,07:25:30,08:40:10,560
21J-GLOBAUX-03-I_1_3,08:40:10,12:19:00,505
21J-GLOBAUX-03-I_1_3,12:19:00,15:00:00,460
21J-GLOBAUX-03-I_1_3,15:00:00,18:23:00,420
21J-GLOBAUX-03-I_1_3,18:23:00,18:31:20,500
21J-GLOBAUX-03-I_1_3,18:31:20,22:18:35,505
21J-GLOBAUX-03-I_1_3,22:18:35,22:29:00,625
21J-GLOBAUX-03-I_1_3,22:29:00,24:03:30,630
21J-GLOBAUX-03-I_1_3,24:03:30,24:38:00,690
21J-GLOBAUX-03-I_1_2,05:30:00,08:07:30,630
21J-GLOBAUX-03-I_1_2,08:07:30,09:22:10,560
21J-GLOBAUX-03-I_1_2,09:22:10,09:30:45,515
21J-GLOBAUX-03-I_1_2,09:30:45,11:37:00,505
21J-GLOBAUX-03-I_1_2,11:37:00,14:18:00,460
21J-GLOBAUX-03-I_1_2,14:18:00,18:23:00,420
21J-GLOBAUX-03-I_1_2,18:23:00,21:36:35,505
21J-GLOBAUX-03-I_1_2,21:36:35,21:45:50,555
21J-GLOBAUX-03-I_1_2,21:45:50,23:00:30,560
21J-GLOBAUX-03-I_1_2,23:00:30,24:35:00,630
21J-GLOBAUX-03-I_2_1,05:29:57,05:48:47,565
21J-GLOBAUX-03-I_2_1,05:48:47,07:50:07,560
21J-GLOBAUX-03-I_2_1,07:50:07,08:27:07,555
21J-GLOBAUX-03-I_2_1,08:27:07,08:45:17,545
21J-GLOBAUX-03-I_2_1,08:45:17,08:54:07,530
21J-GLOBAUX-03-I_2_1,08:54:07,09:29:07,525
21J-GLOBAUX-03-I_2_1,09:29:07,09:37:45,518
21J-GLOBAUX-03-I_2_1,09:37:45,09:46:20,515
21J-GLOBAUX-03-I_2_1,09:46:20,09:54:58,518
21J-GLOBAUX-03-I_2_1,09:54:58,11:20:48,515
21J-GLOBAUX-03-I_2_1,11:20:48,11:29:26,518
21J-GLOBAUX-03-I_2_1,11:29:26,11:55:11,515
21J-GLOBAUX-03-I_2_1,11:55:11,12:03:11,480
21J-GLOBAUX-03-I_2_1,12:03:11,12:19:01,475
21J-GLOBAUX-03-I_2_1,12:19:01,12:26:57,476
21J-GLOBAUX-03-I_2_1,12:26:57,12:42:47,475
21J-GLOBAUX-03-I_2_1,12:42:47,14:04:47,410
21J-GLOBAUX-03-I_2_1,14:04:47,14:11:38,411
21J-GLOBAUX-03-I_2_1,14:11:38,15:33:38,410
21J-GLOBAUX-03-I_2_1,15:33:38,15:40:25,407
21J-GLOBAUX-03-I_2_1,15:40:25,16:00:55,410
21J-GLOBAUX-03-I_2_1,16:00:55,16:08:10,435
21J-GLOBAUX-03-I_2_1,16:08:10,17:36:10,440
21J-GLOBAUX-03-I_2_1,17:36:10,17:51:10,450
21J-GLOBAUX-03-I_2_1,17:51:10,18:46:00,470
21J-GLOBAUX-03-I_2_1,18:46:00,18:53:49,469
21J-GLOBAUX-03-I_2_1,18:53:49,19:01:39,470
21J-GLOBAUX-03-I_2_1,19:01:39,19:09:28,469
21J-GLOBAUX-03-I_2_1,19:09:28,19:32:58,470
21J-GLOBAUX-03-I_2_1,19:32:58,19:40:46,468
21J-GLOBAUX-03-I_2_1,19:40:46,19:48:36,470
21J-GLOBAUX-03-I_2_1,19:48:36,19:56:48,492
21J-GLOBAUX-03-I_2_1,19:56:48,20:05:18,510
21J-GLOBAUX-03-I_2_1,20:05:18,20:13:47,509
21J-GLOBAUX-03-I_2_1,20:13:47,20:56:17,510
21J-GLOBAUX-03-I_2_1,20:56:17,21:04:57,520
21J-GLOBAUX-03-I_2_1,21:04:57,21:13:42,525
21J-GLOBAUX-03-I_2_1,21:13:42,21:31:22,530
21J-GLOBAUX-03-I_2_1,21:31:22,21:40:11,529
21J-GLOBAUX-03-I_2_1,21:40:11,21:49:01,530
21J-GLOBAUX-03-I_2_1,21:49:01,21:58:56,595
21J-GLOBAUX-03-I_2_1,21:58:56,22:28:56,600
21J-GLOBAUX-03-I_2_1,22:28:56,22:38:55,599
21J-GLOBAUX-03-I_2_1,22:38:55,22:58:55,600
21J-GLOBAUX-03-I_2_1,22:58:55,23:08:52,597
21J-GLOBAUX-03-I_2_1,23:08:52,23:18:52,600
21J-GLOBAUX-03-I_2_1,23:18:52,23:28:51,599
21J-GLOBAUX-03-I_2_1,23:28:51,23:48:51,600
21J-GLOBAUX-03-I_2_1,23:48:51,23:58:50,599
21J-GLOBAUX-03-I_2_1,23:58:50,24:38:50,600
21J-GLOBAUX-03-I_2_0,05:30:00,08:35:00,555
21J-GLOBAUX-03-I_2_0,08:35:00,08:44:00,540
21J-GLOBAUX-03-I_2_0,08:44:00,12:10:00,515
21J-GLOBAUX-03-I_2_0,12:10:00,12:18:15,495
21J-GLOBAUX-03-I_2_0,12:18:15,13:53:15,475
21J-GLOBAUX-03-I_2_0,13:53:15,14:07:15,420
21J-GLOBAUX-03-I_2_0,14:07:15,17:18:35,410
21J-GLOBAUX-03-I_2_0,17:18:35,18:39:15,440
21J-GLOBAUX-03-I_2_0,18:39:15,20:13:15,470
21J-GLOBAUX-03-I_2_0,20:13:15,21:01:15,480
21J-GLOBAUX-03-I_2_0,21:01:15,21:18:15,510
21J-GLOBAUX-03-I_2_0,21:18:15,22:01:10,515
21J-GLOBAUX-03-I_2_0,22:01:10,22:10:10,540
21J-GLOBAUX-03-I_2_0,22:10:10,22:20:00,590
21J-GLOBAUX-03-I_2_0,22:20:00,24:30:00,600
21J-GLOBAUX-03-I_4_0,05:30:00,24:40:00,600
21J-GLOBAUX-03-I_4_0,24:40:00,24:48:30,510
21J-GLOBAUX-03-I_4_0,24:48:30,25:00:00,690
21J-GLOBAUX-03-I_4_1,05:30:00,25:00:00,600
21J-GLOBAUX-03-I_5_3,05:30:00,08:49:30,630
21J-GLOBAUX-03-I_5_3,08:49:30,08:59:45,615
21J-GLOBAUX-03-I_5_3,08:59:45,19:20:15,510
21J-GLOBAUX-03-I_5_3,19:20:15,19:30:00,585
21J-GLOBAUX-03-I_5_3,19:30:00,24:45:00,630
21J-GLOBAUX-03-I_5_2,05:30:00,09:21:00,630
21J-GLOBAUX-03-I_5_2,09:21:00,19:41:30,510
21J-GLOBAUX-03-I_5_2,19:41:30,19:51:00,570
21J-GLOBAUX-03-I_5_2,19:51:00,24:45:00,630
